cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
22,3,2.5,90,5,1,0,0,0
33,3,1,87,7,1,0,0,0
103,3,2.5,90,5,4,0,0,0
600,4.5,4.5,87,2,3,0,0,0
2133,6,3.5,87,11,3,0,0,0
3952,6,3,90,15,3,0,0,0
1771,6,4,93,11,3,0,0,0
846,7,4,87,17,4,0,0,0
728,8,5.5,82,14,4,0,0,0
928,8,5,82,15,3,0,0,0
1000,9,6,76,18,3,0,0,0
908,9,6.5,76,16,3,0,0,0
996,8.5,5.5,79,17,3,0,0,0
1416,8,5,82,15,3,0,0,0
2963,8,5,82,17,3,0,0,0
2768,8,5,82,19.5,3,0,0,0
1520,8,5,82,18,3,0,0,0
875,7,4,87,19,3,0,0,0
646,7,4,87,17,3,0,0,0
500,7,4.5,87,16,3,0,0,0
297,7,4,87,15,4,0,0,0
121,7,4,87,15,4,0,0,0
60,7,4,90,16,7,0,0,0
37,7,4,93,16,7,0,0,0
29,7,4.5,93,14,3,0,0,0
33,7,4,93,17,3,0,0,0
108,8,5,87,15,4,0,0,0
587,7,4,84,17,2,0,0,0
2055,7,3.5,81,21.5,2,0,0,0
3979,7,3,76,23,2,0,0,0
1865,8,4,71,25,3,0,0,0
860,8,4.5,66.5,25,3,0,0,0
737,8,4,62,27,3,0,0,0
989,8.5,4.5,57.5,30.5,3,0,0,0
1034,8,4,53,28,2,0,0,0
912,9,5,54,30.5,2,0,0,0
1061,8.5,4.5,58,34,2,0,0,0
1504,7,2,63.5,35,3,0,0,0
2826,7,3,61,26.5,3,0,0,0
2672,7,3,63.5,23,3,0,0,0
1499,7,3,66,25,3,0,0,0
878,7,3.5,71,19.5,3,0,0,0
679,7,4,73.5,19.5,3,0,0,0
502,6,3,81,15,3,0,0,0
295,5,2,87,12,1,0,0,0
155,4,2,90,8,1,0,0,0
72,4,2.5,87,6.5,1,0,0,0
46,3.5,1.5,90,7,1,0,0,0
42,3,1,93,7,1,0,0,0
47,3,2,90,5.5,1,0,0,0
104,3,1.5,90,6.5,1,0,0,0
571,2.5,0,90,9,2,0,0,0
1999,3.5,0.5,90,10,2,0,0,0
3948,5.5,2.5,84,12,1,0,0,0
1903,7.5,4.5,73.5,17,1,0,0,0
952,8.5,5.5,60,18.5,2,0,0,0
857,10,7,50,23,2,0,0,0
1226,10,7,48.5,22,2,0,0,0
1286,10.5,9,43.5,21,1,0,0,0
1180,11,11,44,19.5,1,0,0,0
1367,10.5,9.5,45.5,15,1,0,0,0
1774,10,8,47,17,1,0,0,0
2995,8.5,6.5,51.5,14,1,0,0,0
2723,7.5,5,61.5,14,1,0,0,0
1432,6,3,66,14,1,0,0,0
896,6,4,68.5,7,1,0,0,0
598,6,4,73.5,8,1,0,0,0
508,5,4,81,5.5,1,0,0,0
379,5,4.5,81,5,1,0,0,0
252,4.5,3.5,84,6,1,0,0,0
117,4,2,87,7,3,0,0,0
67,4,1.5,87,9,3,0,0,0
55,3,0,90,11,4,0,0,0
53,3,0,87,11,4,0,0,0
101,3,0,81,13,4,0,0,0
499,3,0,87,9,3,0,0,0
1713,3.5,3,87,5,3,0,0,0
3406,4,3,90,5.5,3,0,0,0
1713,5,2,87,12,3,0,0,0
830,6,3,78.5,15,3,0,0,0
795,6,3,81,13,3,0,0,0
1011,7,4.5,76,14,4,0,0,0
1057,7,4,81,16,3,0,0,0
1048,8,5,76,15,3,0,0,0
1079,8,5.5,76,14,3,0,0,0
1473,8,5.5,76,15,3,0,0,0
2637,7.5,4.5,78.5,16,3,0,0,0
1974,7,4.5,81,14,3,0,0,0
1120,7,4.5,81,13,3,0,0,0
754,7,4,78.5,17,3,0,0,0
509,7,4,76,18,4,0,0,0
388,7,4,73.5,16,4,0,0,0
396,6.5,4,76,12,4,0,0,0
353,7,5,71,10,4,0,1,0
243,7,5,73.5,12,4,0,1,0
143,7,4.5,73.5,16,3,0,1,0
129,7,4.5,71,14,3,0,1,0
79,7,4,73.5,15,3,0,1,0
86,6,3.5,84,12,7,0,1,0
85,6,4,81,11,3,0,1,0
208,6,3.5,87,13,3,0,1,0
450,6.5,3.5,81.5,15,3,0,1,0
774,7,4,78.5,17,7,0,1,0
1007,7.5,4.5,73.5,19,3,0,1,0
1287,8,5,71,18,3,0,1,0
1607,8.5,5.5,64,19,3,0,1,0
1629,9,6,62,18.5,4,0,1,0
1596,8.5,5.5,66.5,20.5,4,0,1,0
1570,8,5,66,18,4,0,1,0
1448,8,5,66,18,4,0,1,0
1428,8,5,66,17,4,0,1,0
1126,8,5,68.5,18,4,0,1,0
810,7,4,71,18.5,4,0,1,0
535,7,4,71,18,4,0,1,0
402,6,2,71,20,4,0,1,0
479,6.5,3.5,68.5,16,4,0,1,0
429,6.5,4,68.5,15,4,0,1,0
374,6,3,73.5,17,4,0,1,0
253,6,3,76,15,4,0,1,0
219,6,3.5,76,13,4,0,1,0
144,6,3,78.5,13,3,0,1,0
88,5.5,3,87,13,7,0,1,0
62,6,3.5,81,12,7,0,1,0
91,5.5,3,90,10,4,0,1,0
137,6,4,84,10,3,0,1,0
263,6,4,81,9,4,0,1,0
578,7,4.5,76,13,4,0,1,0
970,7,4.5,73.5,16,4,0,1,0
1256,8.5,6.5,62,14,3,0,1,0
1659,9,6,58,17,3,0,1,0
1608,9.5,7.5,60,16,3,0,1,0
1547,10,8,58,14,4,0,1,0
1586,10.5,9.5,58,14,3,0,1,0
1505,11,11,54,15,2,0,1,0
1440,11,11,52,17,2,0,1,0
1207,10.5,9.5,58,14,1,0,1,0
632,9.5,7.5,71.5,14,2,0,1,0
469,9,7,76,12,2,0,1,0
373,8.5,7.5,79,6.5,2,0,1,0
348,8,6.5,82,7.5,2,0,1,0
234,8,7.5,82,5,1,0,1,0
117,8,7,82,6,1,0,0,0
83,8,7.5,82,5.5,1,0,0,0
52,7.5,6.5,84.5,6,1,0,0,0
42,7,6,87,6,1,0,0,0
42,7,6.5,84,5,4,0,0,0
116,7,6,87,6,4,0,0,0
585,7,6,87,6,3,0,0,0
2033,8.5,7,79,9,3,0,0,0
3643,9,8,76,9,3,0,0,0
1823,10,9,69,9,2,0,0,0
928,11,11,58,13,3,0,0,0
853,11,11,54,16,2,0,0,0
1034,11.5,11.5,52.5,17,3,0,0,0
1051,11,11,54,19,3,0,0,0
1023,11,11,54,19.5,3,0,0,0
1133,11,11,54,20,3,0,0,0
1551,10,7.5,58,20.5,3,0,0,0
3077,9.5,6.5,58,18.5,3,0,0,0
2872,9.5,7.5,56,15,3,0,0,0
1587,9,7.5,60,10,3,0,0,0
916,9,8,62,7,3,0,0,0
636,8,7,66,7,3,0,0,0
402,7.5,7,71,5,1,0,0,0
253,6.5,6,73.5,5,1,0,0,0
149,5.5,5.5,78.5,4,1,0,0,0
69,5.5,5.5,84,0,1,0,0,0
47,5,4.5,84,3,1,0,0,0
41,4.5,3.5,87,6,1,0,0,0
49,4,3,87,6,1,0,0,0
103,4,2.5,87,6.5,1,0,0,0
659,4,3,87,6,1,0,0,0
2183,5.5,4.5,78.5,6,1,0,0,0
4124,6.5,6.5,76,2,1,0,0,0
1969,8.5,8,66,3,1,0,0,0
1045,10.5,10.5,56,6.5,2,0,0,0
1012,11.5,11.5,48.5,6,2,0,0,0
1230,12,12,47,9,2,0,0,0
1361,13,13,44,4,1,0,0,0
1278,13,13,44,5,2,0,0,0
1379,13,13,42.5,6,1,0,0,0
1840,13,13,42.5,8,1,0,0,0
3421,12,12,51,12,1,0,0,0
3087,11.5,11.5,50.5,8,1,0,0,0
1625,10,10,58,6,1,0,0,0
995,9,8,62,6.5,3,0,0,0
714,9,8,66,7.5,4,0,0,0
489,9,8,66,8,4,0,0,0
281,8.5,7,68.5,9,4,0,0,0
143,8,7,76,6.5,4,0,0,0
92,8,8,76,4,4,0,0,0
54,7.5,7.5,78.5,4,3,0,0,0
33,7,7,81,4,4,0,0,0
64,7,6,81,6,4,0,0,0
108,7,7,81,2,4,0,0,0
640,7,7,81,4,4,0,0,0
2168,7.5,7,78.5,5,3,0,0,0
4093,8,7,76,7,3,0,0,0
1913,8.5,8,68.5,5,4,0,0,0
936,9.5,9,64,5,3,0,0,0
916,10,9,60,8,3,0,0,0
1077,10,10,58,6,3,0,0,0
1054,10,9.5,58,5.5,4,0,0,0
1075,10,9.5,58,6.5,3,0,0,0
1147,10,10,56,5,3,0,0,0
1618,10,8.5,58,10,3,0,0,0
2962,10,8,54,12,3,0,0,0
2716,10,8.5,56,11,3,0,0,0
1538,10,10,56,6,3,0,0,0
944,9.5,9,62,5.5,3,0,0,0
686,9,8.5,60,5.5,4,0,0,0
520,9,8,62,6.5,4,0,0,0
340,9,8,62,9,4,0,0,0
193,9,7,62,14,4,0,0,0
150,8.5,6.5,64,12,4,0,0,0
122,8,6,66,9,4,0,0,0
53,7.5,5.5,68.5,13,1,0,0,0
45,7,5,71,12,1,0,0,0
87,7,5,71,12,1,0,0,0
571,7,4.5,71,14,1,0,0,0
1898,7.5,5,76,14,1,0,0,0
3588,8.5,5.5,73.5,18.5,1,0,0,0
1819,9.5,7,71,19.5,1,0,0,0
1009,10,7.5,71,19.5,2,0,0,0
852,10.5,9.5,69,19.5,2,0,0,0
1178,11,11,67,21,2,0,0,0
901,11,11,69.5,21,7,0,0,0
673,10.5,9,74,22.5,7,0,0,0
584,10,8,82,17,7,0,0,0
864,10,7,82,22,7,0,0,0
1560,9,6,84.5,21.5,7,0,0,0
1369,9,6,87,19.5,7,0,0,0
679,9,6,87,19.5,7,0,0,0
386,9,6,87,20,7,0,0,0
314,9,6,87,18,7,0,0,0
204,9,6.5,87,16,7,0,0,0
230,9,6,94,17,7,0,0,0
130,9,6.5,94,16,7,1,0,0
111,9,6.5,94,16,7,1,0,0
76,9,6,94,17,7,1,0,0
85,9,7,94,14,7,1,0,0
42,9,6.5,100,16,7,1,0,0
61,9,6.5,90.5,15,7,1,0,0
121,9,6.5,79,15,7,1,0,0
231,8,5,79,15,1,1,0,0
368,9,6,71,19,1,1,0,0
718,10,7.5,60,19.5,2,1,0,0
1087,11,11,56,17,2,1,0,0
1722,12,12,49,15,2,1,0,0
2334,13,13,49,8,2,1,0,0
2420,13,13,47,15,2,1,0,0
2886,14,14,42.5,12,1,1,0,0
2881,15,15,40.5,8.5,1,1,0,0
2875,14,14,41,10,1,1,0,0
2342,14,14,41,11,1,1,0,0
1838,13,13,44,9,1,1,0,0
912,11,11,62,16,1,1,0,0
675,10,8,62,17,1,1,0,0
468,9.5,7.5,64,14,1,1,0,0
455,9,7,64,13,1,1,0,0
398,8,6,76,11,1,1,0,0
293,8,6,68.5,9,1,0,1,0
219,8.5,6.5,68.5,11,1,0,1,0
136,9,7,76,12,1,0,1,0
79,9,7.5,76,10,1,0,1,0
101,9,7,82,15,2,0,1,0
81,10,8,76,18,2,0,1,0
91,10,8,76,19,2,0,1,0
162,9,6,76,18,3,0,1,0
348,9,6,82,20,3,0,1,0
601,10,7,85,23,3,0,1,0
795,11,11,88,26,3,0,1,0
1131,12,12,82,30.5,3,0,1,0
1113,12,12,82,25,4,0,1,0
950,12.5,12.5,85,28,7,0,1,0
1144,13,13,82,29,3,0,1,0
995,14,14,77,28.5,3,0,1,0
803,14,14,82,32,7,0,1,0
682,14,14,82,35,7,0,1,0
329,11.5,9,88,40,7,0,1,0
179,9,5,87,29.5,7,0,1,0
687,9,5,76,37,3,0,1,0
626,8.5,4.5,73.5,30.5,2,0,1,0
668,11,11,67,31,2,0,1,0
553,10.5,8.5,64.5,42.5,7,0,1,0
1006,11,11,58,36,2,0,1,0
1071,11,11,58,38,2,0,1,0
1109,11,11,58,37,2,0,1,0
1015,10,6.5,67,29.5,3,0,1,0
664,9.5,6.5,71.5,23.5,7,0,1,0
153,8.5,6.5,84.5,14,7,0,1,0
154,9,6,82,20,7,0,1,0
156,9,6,84.5,18.5,7,0,1,0
82,9,6,87,26,7,0,1,0
56,9,5,87,29.5,7,1,0,0
34,8,3.5,87,39,7,1,0,0
21,8,3,87,40.5,7,1,0,0
34,9,4.5,82,40.5,7,1,0,0
33,9.5,5.5,81.5,39.5,7,1,0,0
14,10,6,85,41.5,7,1,0,0
47,9,4,73.5,52,7,1,0,0
47,8,3,76,46,3,1,0,0
65,5,-2,87,54,7,1,0,0
169,7.5,2,73.5,50,3,1,0,0
410,9,4.5,66,41,3,1,0,0
615,10.5,8.5,58,37,2,1,0,0
889,11,11,48.5,42.5,2,1,0,0
1146,12,12,45.5,43.5,1,1,0,0
1300,11.5,11.5,45.5,32,1,1,0,0
1589,12,12,44,33,2,1,0,0
1283,11.5,11.5,50.5,29.5,2,1,0,0
342,8,4.5,79,27.5,7,1,0,0
638,8,5,84.5,15,7,1,0,0
491,8,5.5,82,16.5,2,1,0,0
307,7.5,4.5,81.5,18,2,1,0,0
274,7,4,81,18.5,2,1,0,0
240,7,3,81,24,1,1,0,0
172,7,3.5,78.5,20.5,2,1,0,0
115,7,4,76,19,2,0,0,0
73,6,2,81,21,2,0,0,0
67,6,3,81,18,2,0,0,0
27,7,4,81,19,4,0,0,0
44,7,3.5,81,22,4,0,0,0
96,7,3.5,81,22,3,0,0,0
448,7,3.5,76,21,3,0,0,0
1512,7,3,76,22,2,0,0,0
3126,8,4,68.5,26,2,0,0,0
1718,9,5,64,30,2,0,0,0
768,10,6,58,33,2,0,0,0
797,10.5,9,52,26,2,0,0,0
913,10.5,9,58,28,2,0,0,0
871,11.5,11.5,56.5,26,2,0,0,0
973,12.5,12.5,39.5,27,1,0,0,0
1053,12.5,12.5,38.5,23,1,0,0,0
1365,12,12,47.5,27,7,0,0,0
1710,9,5.5,68.5,26.5,7,0,0,0
1090,8.5,5,76.5,25,7,0,0,0
609,7,3.5,87,19.5,7,0,0,0
512,8,5.5,82,16.5,2,0,0,0
410,8,4.5,82,22,2,0,0,0
318,7.5,4.5,78.5,20,2,0,0,0
199,7,4,81,15,1,0,0,0
109,7,4,81,17,2,0,0,0
75,7,4,81,18.5,1,0,0,0
52,7,4,81,19,1,0,0,0
33,6.5,3.5,81,18,1,0,0,0
36,6,3,87,15,2,0,0,0
87,6,3,81,16,1,0,0,0
545,6,3,81,18,2,0,0,0
1727,6.5,3.5,78.5,18.5,1,0,0,0
3572,7.5,4.5,73.5,18.5,1,0,0,0
1710,8.5,5.5,71,19,2,0,0,0
896,9.5,6.5,64,20,2,0,0,0
880,10.5,9,60,24,2,0,0,0
1063,12,12,50.5,21.5,2,0,0,0
1178,12.5,12.5,47,23,2,0,0,0
1081,12,12,47.5,25,2,0,0,0
1162,13,13,47,19,2,0,0,0
1540,13,13,44,20.5,2,0,0,0
2941,12.5,12.5,45.5,17,1,0,0,0
3189,12,12,51,13,2,0,0,0
1894,10.5,9.5,60,17,7,0,0,0
1111,9.5,7.5,64,13,2,0,0,0
711,9.5,7.5,69,12,2,0,0,0
533,9,7.5,71,11,2,0,0,0
391,9,7,71,12,1,0,0,0
164,8,6.5,76,8,1,0,0,0
82,8.5,8,74,5,1,0,0,0
94,8,7,71,6,1,0,0,0
48,7,6,73.5,6.5,1,0,0,0
30,7,6.5,71,5,1,0,0,0
104,6,5,76,6,1,0,0,0
533,6,4,76,7,1,0,0,0
1890,6,4,76,9,1,0,0,0
3635,6.5,4.5,73.5,8,1,0,0,0
1929,7,5,71,11,1,0,0,0
961,9,7,62,15,1,0,0,0
967,10,8,56,16,2,0,0,0
1259,10.5,9.5,48.5,15,2,0,0,0
1344,11.5,11.5,44,17,2,0,0,0
1280,12,12,42.5,18,2,0,0,0
1306,12,12,39.5,14,2,0,0,0
1739,12,12,41,14,1,0,0,0
3170,12,12,39.5,14,1,0,0,0
3206,10.5,9.5,60,19.5,2,0,0,0
1842,10,8,62,19,2,0,0,0
1001,9,8,62,7.5,2,0,0,0
726,8,7.5,71,5.5,2,0,0,0
600,7.5,7,73.5,5,1,0,0,0
394,7,6.5,76,5,1,0,0,0
216,6.5,6.5,78.5,2,1,0,0,0
136,5.5,5.5,84,0,1,0,0,0
100,5,5,84,2,1,0,0,0
56,4.5,4.5,90,0,1,0,0,0
53,4,4,90,0,1,0,0,0
97,3.5,3,87,3,1,0,0,0
495,3,3,87,2,1,0,0,0
1630,4,3,87,5.5,1,0,0,0
3485,6,4,78.5,8,1,0,0,0
1911,9,7.5,64.5,8,1,0,0,0
999,10.5,9.5,52,12,1,0,0,0
1035,11.5,11.5,48.5,17,1,0,0,0
1317,12,12,47,18,1,0,0,0
1357,13,13,49,19.5,2,0,0,0
1299,12.5,12.5,49,20.5,2,0,0,0
1431,12.5,12.5,47,21,2,0,0,0
1750,12,12,51,21,2,0,0,0
3015,11,11,50.5,22,2,0,0,0
2608,11,11,50,19.5,2,0,0,0
1560,10.5,9.5,56,14,1,0,0,0
855,10,8,64.5,15,1,0,0,0
620,9,7,68.5,13,1,0,0,0
586,9,7,68.5,13,1,0,0,0
526,9,7,64,12,1,0,0,0
363,9,7,62,12,1,0,1,0
299,9,7,58,14,1,0,1,0
238,9,7,60,15,1,0,1,0
132,9,7,62,13,1,0,1,0
102,9,7,66,12,1,0,1,0
94,9,7,68.5,11,1,0,1,0
108,9,7,71,13,1,0,1,0
237,10,8,69,11,1,0,1,0
480,10.5,9.5,64.5,11,1,0,1,0
900,12,12,51,16,1,0,1,0
1446,13,13,47,18,1,0,1,0
2067,13.5,13.5,44,20,2,0,1,0
2803,14,14,41,20,2,0,1,0
2883,14.5,14.5,37.5,17,1,0,1,0
3096,15,15,37.5,13,1,0,1,0
3201,14.5,14.5,37.5,15,1,0,1,0
2601,13.5,13.5,42.5,19,7,0,1,0
1341,11.5,11.5,59,21,7,0,1,0
748,10.5,9.5,62.5,15,7,0,1,0
400,9,6.5,84.5,14,7,0,1,0
187,9,7,87,13,7,0,1,0
189,8,5,93,16,7,0,1,0
218,8,5,93,15,7,0,1,0
234,8,6,93,12,7,0,1,0
284,8.5,6.5,97,10,7,0,1,0
198,9,8,94,6.5,7,0,1,0
158,9,8,94,7.5,7,0,1,0
99,9,8,90.5,8,7,0,1,0
93,9,7,87,13,7,0,1,0
69,9,7.5,87,12,4,0,1,0
93,8.5,8,87,5,3,0,1,0
152,8,7,87,6.5,2,0,1,0
320,9,7.5,87,9.5,2,0,1,0
694,10.5,9.5,76.5,10,2,0,1,0
1365,12,12,72,12,2,0,1,0
2018,12.5,12.5,65,14,3,0,1,0
2620,14,14,61,11,3,0,1,0
2985,15,15,55,15,2,0,1,0
2696,15,15,55,11,1,0,1,0
2563,16,16,53.5,13,1,0,1,0
2586,17,17,49,17,1,0,1,0
2138,16,16,48,17,1,0,1,0
1735,14.5,14.5,63,18.5,7,0,1,0
643,12.5,12.5,79.5,19.5,10,0,1,0
458,11,11,88,14,7,0,1,0
387,11,11,94,9,1,0,1,0
339,11,11,94,8,7,0,1,0
248,10.5,10.5,97,4.5,1,0,1,0
158,11,11,91,6.5,1,0,0,0
88,10.5,9.5,91,11,1,0,0,0
59,10.5,10,88,9,7,0,0,0
43,10,9,88,8,2,0,0,0
60,10,9,88,9,1,0,0,0
94,10,8.5,82,9,1,0,0,0
541,10,9.5,82,7.5,1,0,0,0
1791,10,8.5,82,10,1,0,0,0
3639,10,8,82,12,2,0,0,0
1782,10.5,9.5,79.5,15,2,0,0,0
838,12,12,67,21,2,0,0,0
841,12.5,12.5,67.5,20.5,2,0,0,0
902,13,13,63,18,2,0,0,0
1020,12,12,67,19.5,3,0,0,0
1013,13,13,63,19,3,0,0,0
1012,12.5,12.5,65,16,3,0,0,0
1352,13,13,63,19.5,3,0,0,0
2582,12,12,77,18.5,7,0,0,0
3074,12,12,72,19,2,0,0,0
1738,11.5,11.5,74.5,14,2,0,0,0
1065,11,11,77,12,1,0,0,0
646,10.5,9.5,79.5,12,1,0,0,0
470,9.5,8.5,84.5,9,1,0,0,0
301,9,7,87,11,2,0,0,0
171,9,7,87,12,2,0,0,0
88,9,8,87,8,3,0,0,0
55,9,7,87,12,2,0,0,0
43,8.5,7.5,90,7.5,1,0,0,0
55,8.5,7.5,90,6.5,2,0,0,0
100,9,7,87,13,3,0,0,0
666,9,7,94,13,3,0,0,0
2040,9,7,87,13,2,0,0,0
4061,10,8,82,11,2,0,0,0
1939,11.5,11.5,74.5,14,2,0,0,0
1024,12,12,67,17,2,0,0,0
935,13,13,61,18,2,0,0,0
1268,13.5,13.5,57,18,2,0,0,0
1387,14.5,14.5,51,19.5,2,0,0,0
1319,14.5,14.5,44.5,23.5,2,0,0,0
1391,14.5,14.5,46.5,21,2,0,0,0
1933,14.5,14.5,41.5,23,1,0,0,0
3579,14,14,41,21,1,0,0,0
3606,14,14,42.5,15,1,0,0,0
2193,13.5,13.5,44,14,1,0,0,0
1172,13,13,47,6.5,1,0,0,0
739,12.5,12.5,50.5,15.5,1,0,0,0
512,11.5,11.5,58,18,1,0,0,0
299,10.5,9.5,60,18,1,0,0,0
146,9,6,62,19.5,1,0,0,0
100,9,6,58,19.5,1,0,0,0
59,8,5,68.5,18.5,1,0,0,0
41,7,4,78.5,18,1,0,0,0
43,7.5,5,78.5,16,1,0,0,0
89,8,5,76,16,3,0,0,0
599,8,5,76,18,3,0,0,0
1807,8.5,5,82,22,3,0,0,0
3221,9,6,87,24,7,0,0,0
1409,10,7,85,24,3,0,0,0
715,10.5,9,80,29,3,0,0,0
816,12.5,12.5,63,26,2,0,0,0
952,12.5,12.5,51,30.5,2,0,0,0
818,12.5,12.5,57,28,7,0,0,0
840,10.5,8.5,69,35,2,0,0,0
896,11.5,11.5,51,36.5,7,0,0,0
1496,11.5,11.5,45.5,40.5,2,0,0,0
2966,11.5,11.5,44,39,7,0,0,0
2930,10.5,8.5,54,34,7,0,0,0
1747,9,5,56,32,2,0,0,0
915,9,5,56,29.5,2,0,0,0
640,8,4,62,28,1,0,0,0
443,7.5,4,68.5,24,1,0,0,0
314,7,3,71,27,1,0,0,0
161,7,3,71,24,1,0,0,0
78,7,3.5,71,22,1,0,0,0
75,6,2,76,24,1,0,0,0
41,6,2,76,21,1,0,0,0
37,6,2,76,22,2,0,0,0
94,6,2,73.5,26,3,0,0,0
540,6,2,76,26,3,0,0,0
1864,6.5,2.5,73.5,26,7,0,0,0
1748,8,4,66,29,3,0,0,0
754,9,6,66,26,7,0,0,0
682,8.5,4.5,68.5,29,7,0,0,0
763,8,4,76,26,7,0,0,0
636,8,4.5,82,23,7,0,0,0
515,8,4.5,84.5,22,7,0,0,0
826,10,8,76,16,3,0,0,0
1362,10,8.5,74,18.5,7,0,0,0
2017,9,6,79,20,7,0,0,0
2358,10,8,73.5,14,7,0,0,0
1457,9,7,79,14,7,0,0,0
825,8.5,7.5,79,8.5,2,0,0,0
643,9,6,71,17,1,0,0,0
518,9,6.5,76,17,2,0,0,0
364,8,5.5,82,14,3,0,0,0
183,7.5,5.5,84.5,12,2,0,0,0
151,7,4.5,87,15,1,0,0,0
60,7,4,84,16,1,0,0,0
41,6,4,90,9,1,0,0,0
50,6,3.5,90,13,3,0,0,0
87,6,4,90,10,4,0,0,0
525,6.5,4.5,90,9,3,0,0,0
1749,7,6,87,7,3,0,0,0
3526,8,7,82,7,3,0,0,0
1893,9,8,79,7,2,0,0,0
905,10,8,76,11,3,0,0,0
947,11.5,11.5,67,10,3,0,0,0
1212,11.5,11.5,60,7,2,0,0,0
1306,12,12,58,10,3,0,0,0
1194,12,12,56,11,3,0,0,0
1448,13.5,13.5,53,6.5,1,0,0,0
1801,13.5,13.5,49.5,8,2,0,0,0
3165,13,13,51,13,2,0,0,0
2619,12.5,12.5,57,18,1,0,0,0
1620,11.5,11.5,62.5,17,1,0,0,0
964,10.5,10,69,11,1,0,0,0
676,10,8,73.5,13,1,0,0,0
625,9.5,7.5,71,14,1,0,0,0
444,9,7,71,14,1,0,0,0
389,8,5,79,16,1,0,1,0
266,8,6,82,10,1,0,1,0
184,8,6,82,12,2,0,1,0
132,9,6.5,82,15,7,0,1,0
96,8.5,5.5,84.5,17,7,0,1,0
57,8.5,5.5,84.5,17,7,0,1,0
119,8,5,87,18.5,4,0,1,0
128,8,5,90,16,7,0,1,0
246,8,5.5,90,15,7,0,1,0
563,8,6,87,9,3,0,1,0
1030,9,7,79,15,3,0,1,0
1367,10.5,9.5,60.5,17,3,0,1,0
1698,11,11,52.5,15,2,0,1,0
1938,11.5,11.5,45.5,13,2,0,1,0
1793,12,12,51,15,3,0,1,0
1780,11,11,58,20.5,2,0,1,0
1759,10.5,9,58,21,2,0,1,0
1672,10,7.5,64.5,17.5,7,0,1,0
1435,10.5,9,54,23,2,0,1,0
1062,9.5,6.5,58,23,3,0,1,0
701,8,4.5,59.5,20.5,2,0,1,0
466,7,4.5,66,14,1,0,1,0
407,7,5,71,11,1,0,1,0
416,6,4,71,9,2,0,1,0
359,5.5,3.5,73.5,7,1,0,1,0
313,5,3,76,8,1,0,1,0
188,5.5,3.5,73.5,8,1,0,1,0
187,5,4.5,75.5,5,1,0,1,0
107,3.5,1,81,9,1,0,1,0
76,3.5,1,81,10,1,0,1,0
102,3,0,84,9,1,0,1,0
168,4.5,1.5,78.5,12,1,0,1,0
348,7.5,5,71,14,1,0,1,0
808,9.5,6.5,60,22,1,0,1,0
1354,10.5,9,50.5,23,1,0,1,0
1961,11.5,11.5,45.5,22,1,0,1,0
2486,12,12,41,28,1,0,1,0
2561,11.5,11.5,47,27.5,1,0,1,0
2445,11,11,52,32,1,0,1,0
2378,11,11,56,34,1,0,1,0
2124,10.5,8.5,60,38,1,0,1,0
1639,10.5,8.5,60,35,1,0,1,0
1386,10,7,67,30,1,0,1,0
912,10,6.5,67,30.5,1,0,1,0
558,9,6,76,24,1,0,1,0
387,9,6,76,23,1,0,1,0
367,10,8,76,18,1,0,1,0
204,10,7,82,20,1,0,1,0
107,11,11,77,15,7,0,0,0
70,10,8,82,16,2,0,0,0
52,10,8,88,17,1,0,0,0
40,10,7,88,23,1,0,0,0
43,10,7,85,24,1,0,0,0
95,10,7.5,82,20.5,1,0,0,0
587,10.5,9,79.5,23,1,0,0,0
1925,11,11,77,22,1,0,0,0
3892,12,12,72,24,1,0,0,0
1910,12,12,72,24,1,0,0,0
823,13,13,67,25,1,0,0,0
846,14,14,65,19.5,2,0,0,0
1059,14,14,65,17,2,0,0,0
1073,14,14,67,15,2,0,0,0
528,14,14,72,14,7,0,0,0
310,12.5,12.5,82.5,12,7,0,0,0
832,12,12,88,9,7,0,0,0
2760,13,13,82,7,3,0,0,0
2994,13,13,79.5,6.5,3,0,0,0
1803,13,13,82,7.5,2,0,0,0
946,12.5,12.5,82,7,3,0,0,0
621,12,12,79.5,10,2,0,0,0
449,11,11,88,13,2,0,0,0
245,11,11,85,14,1,0,0,0
125,11,11,82,15,7,0,0,0
88,10,8,88,12,7,0,0,0
31,10,8,82,15,7,0,0,0
11,9,7,87,14,7,0,0,0
25,9,7.5,94,10,7,0,0,0
87,9,8,90.5,8,7,0,0,0
650,9,8,87,9,2,0,0,0
2016,9,8,87,8,2,0,0,0
4135,10,8,76,14,2,0,0,0
2065,11.5,11.5,72,14,1,0,0,0
982,12.5,12.5,61,16,1,0,0,0
926,14.5,14.5,49.5,15,1,0,0,0
1231,15.5,15.5,42,14,2,0,0,0
1286,16,16,40.5,19,2,0,0,0
1241,16,16,42,18.5,7,0,0,0
1339,17,17,35.5,17,1,0,0,0
1898,16.5,16.5,36.5,19.5,2,0,0,0
3706,16,16,41,13,1,0,0,0
3842,13.5,13.5,57,12,1,0,0,0
2116,13,13,61,10,1,0,0,0
1142,12.5,12.5,65,10,1,0,0,0
824,11,11,72,13,1,0,0,0
607,10.5,10,74,8,1,0,0,0
372,10,9.5,73.5,5.5,1,0,0,0
187,10,10,76,5,1,0,0,0
103,9,8,76,6.5,1,0,0,0
66,9,8,73.5,7,1,0,0,0
